Date,Date,Precipitation,Temperature
2010-06-08,2010-06-08,0.0,77.0
2010-06-08,2010-06-08,0.27,71.0
2010-06-08,2010-06-08,0.0,73.0
2010-06-08,2010-06-08,0.0,75.0
2010-06-08,2010-06-08,0.0,79.0
2010-06-09,2010-06-09,0.0,78.0
2010-06-09,2010-06-09,0.0,78.0
2010-06-09,2010-06-09,0.0,79.0
2010-06-09,2010-06-09,0.0,75.0
2010-06-09,2010-06-09,0.0,80.0
2010-06-09,2010-06-09,0.0,75.0
2010-06-09,2010-06-09,0.0,73.0
2010-06-09,2010-06-09,,72.0
2010-06-09,2010-06-09,0.0,73.0
2010-06-10,2010-06-10,0.0,72.0
2010-06-10,2010-06-10,0.0,75.0
2010-06-10,2010-06-10,0.0,77.0
2010-06-10,2010-06-10,0.0,79.0
2010-06-10,2010-06-10,0.0,75.0
2010-06-10,2010-06-10,0.0,78.0
2010-06-10,2010-06-10,0.02,75.0
2010-06-10,2010-06-10,0.0,75.0
2010-06-11,2010-06-11,0.0,78.0
2010-06-11,2010-06-11,0.0,83.0
2010-06-11,2010-06-11,0.0,81.0
2010-06-11,2010-06-11,0.0,76.0
2010-06-11,2010-06-11,0.0,76.0
2010-06-11,2010-06-11,0.0,77.0
2010-06-11,2010-06-11,0.0,75.0
2010-06-12,2010-06-12,0.0,70.0
2010-06-12,2010-06-12,0.0,74.0
2010-06-12,2010-06-12,0.03,74.0
2010-06-12,2010-06-12,0.0,78.0
2010-06-12,2010-06-12,0.0,76.0
2010-06-12,2010-06-12,0.0,75.0
2010-06-12,2010-06-12,0.0,78.0
2010-06-13,2010-06-13,0.0,79.0
2010-06-13,2010-06-13,0.0,74.0
2010-06-13,2010-06-13,0.01,76.0
2010-06-13,2010-06-13,0.04,77.0
2010-06-13,2010-06-13,0.01,78.0
2010-06-13,2010-06-13,0.0,78.0
2010-06-14,2010-06-14,0.06,73.0
2010-06-14,2010-06-14,0.0,71.0
2010-06-14,2010-06-14,0.0,77.0
2010-06-14,2010-06-14,0.0,74.0
2010-06-14,2010-06-14,0.06,70.0
2010-06-14,2010-06-14,,76.0
2010-06-14,2010-06-14,0.06,73.0
2010-06-15,2010-06-15,0.0,74.0
2010-06-15,2010-06-15,0.0,78.0
2010-06-15,2010-06-15,0.0,76.0
2010-06-15,2010-06-15,0.0,76.0
2010-06-15,2010-06-15,0.11,69.0
2010-06-15,2010-06-15,,73.0
2010-06-15,2010-06-15,0.03,73.0
2010-06-15,2010-06-15,0.0,75.0
2010-06-16,2010-06-16,0.01,74.0
2010-06-16,2010-06-16,,73.0
2010-06-16,2010-06-16,0.0,76.0
2010-06-16,2010-06-16,0.0,70.0
2010-06-16,2010-06-16,0.0,76.0
2010-06-16,2010-06-16,0.0,78.0
2010-06-16,2010-06-16,0.0,74.0
2010-06-16,2010-06-16,0.0,77.0
2010-06-17,2010-06-17,0.0,76.0
2010-06-17,2010-06-17,0.0,77.0
2010-06-17,2010-06-17,0.02,72.0
2010-06-17,2010-06-17,0.02,75.0
2010-06-17,2010-06-17,0.0,78.0
2010-06-17,2010-06-17,0.0,75.0
2010-06-17,2010-06-17,0.05,73.0
2010-06-17,2010-06-17,0.0,75.0
2010-06-17,2010-06-17,0.0,75.0
2010-06-18,2010-06-18,0.04,72.0
2010-06-18,2010-06-18,0.05,73.0
2010-06-18,2010-06-18,0.06,70.0
2010-06-18,2010-06-18,0.3,70.0
2010-06-18,2010-06-18,0.14,73.0
2010-06-18,2010-06-18,0.0,77.0
2010-06-18,2010-06-18,0.03,70.0
2010-06-18,2010-06-18,0.19,71.0
2010-06-19,2010-06-19,0.02,74.0
2010-06-19,2010-06-19,0.0,82.0
2010-06-19,2010-06-19,0.04,75.0
2010-06-19,2010-06-19,,74.0
2010-06-19,2010-06-19,0.0,76.0
2010-06-19,2010-06-19,0.13,74.0
2010-06-19,2010-06-19,0.05,78.0
2010-06-19,2010-06-19,0.33,77.0
2010-06-20,2010-06-20,0.0,73.0
2010-06-20,2010-06-20,0.0,78.0
2010-06-20,2010-06-20,0.0,85.0
2010-06-20,2010-06-20,0.03,77.0
2010-06-20,2010-06-20,0.0,78.0
2010-06-20,2010-06-20,0.02,75.0
2010-06-20,2010-06-20,0.0,76.0
2010-06-21,2010-06-21,0.0,77.0
2010-06-21,2010-06-21,0.0,78.0
2010-06-21,2010-06-21,0.01,75.0
2010-06-21,2010-06-21,0.0,76.0
2010-06-21,2010-06-21,0.0,74.0
2010-06-21,2010-06-21,0.0,74.0
2010-06-21,2010-06-21,0.0,76.0
2010-06-22,2010-06-22,0.0,75.0
2010-06-22,2010-06-22,,72.0
2010-06-22,2010-06-22,0.0,79.0
2010-06-22,2010-06-22,0.0,74.0
2010-06-22,2010-06-22,0.0,78.0
2010-06-22,2010-06-22,,69.0
2010-06-22,2010-06-22,0.0,74.0
2010-06-22,2010-06-22,0.0,76.0
2010-06-22,2010-06-22,0.02,77.0
2010-06-23,2010-06-23,0.04,72.0
2010-06-23,2010-06-23,0.0,76.0
2010-06-23,2010-06-23,0.0,74.0
2010-06-23,2010-06-23,0.0,75.0
2010-06-23,2010-06-23,0.0,78.0
2010-06-23,2010-06-23,0.02,74.0
2010-06-23,2010-06-23,0.11,73.0
2010-06-23,2010-06-23,0.0,77.0
2010-06-23,2010-06-23,0.0,77.0
2010-06-24,2010-06-24,0.28,73.0
2010-06-24,2010-06-24,0.0,78.0
2010-06-24,2010-06-24,0.0,75.0
2010-06-24,2010-06-24,0.07,74.0
2010-06-24,2010-06-24,0.01,75.0
2010-06-24,2010-06-24,0.0,76.0
2010-06-24,2010-06-24,0.02,78.0
2010-06-24,2010-06-24,0.05,74.0
2010-06-24,2010-06-24,0.26,72.0
2010-06-25,2010-06-25,0.0,77.0
2010-06-25,2010-06-25,0.05,74.0
2010-06-25,2010-06-25,0.02,71.0
2010-06-25,2010-06-25,0.1,77.0
2010-06-25,2010-06-25,0.08,74.0
2010-06-25,2010-06-25,0.12,70.0
2010-06-25,2010-06-25,0.3,74.0
2010-06-25,2010-06-25,0.79,70.0
2010-06-25,2010-06-25,0.09,71.0
2010-06-26,2010-06-26,0.0,70.0
2010-06-26,2010-06-26,0.02,76.0
2010-06-26,2010-06-26,0.88,69.0
2010-06-26,2010-06-26,0.08,75.0
2010-06-26,2010-06-26,0.24,72.0
2010-06-26,2010-06-26,0.41,80.0
2010-06-27,2010-06-27,0.0,78.0
2010-06-27,2010-06-27,0.09,80.0
2010-06-27,2010-06-27,0.37,73.0
2010-06-27,2010-06-27,,75.0
2010-06-27,2010-06-27,0.05,77.0
2010-06-27,2010-06-27,0.03,76.0
2010-06-28,2010-06-28,0.11,73.0
2010-06-28,2010-06-28,0.0,76.0
2010-06-28,2010-06-28,0.16,71.0
2010-06-28,2010-06-28,,73.0
2010-06-28,2010-06-28,0.0,78.0
2010-06-28,2010-06-28,0.0,76.0
2010-06-28,2010-06-28,0.18,74.0
2010-06-28,2010-06-28,0.0,77.0
2010-06-28,2010-06-28,0.0,72.0
2010-06-29,2010-06-29,0.02,70.0
2010-06-29,2010-06-29,0.0,78.0
2010-06-29,2010-06-29,0.0,78.0
2010-06-29,2010-06-29,0.06,73.0
2010-06-29,2010-06-29,0.02,73.0
2010-06-29,2010-06-29,0.1,72.0
2010-06-29,2010-06-29,0.0,75.0
2010-06-29,2010-06-29,0.0,76.0
2010-06-29,2010-06-29,0.05,72.0
2010-06-30,2010-06-30,0.03,76.0
2010-06-30,2010-06-30,0.03,74.0
2010-06-30,2010-06-30,0.0,76.0
2010-06-30,2010-06-30,0.71,72.0
2010-06-30,2010-06-30,0.04,75.0
2010-06-30,2010-06-30,0.0,78.0
2010-06-30,2010-06-30,0.03,73.0
2010-06-30,2010-06-30,0.0,73.0
2010-06-30,2010-06-30,0.0,78.0
2011-06-01,2011-06-01,0.03,74.0
2011-06-01,2011-06-01,,75.0
2011-06-01,2011-06-01,0.07,77.0
2011-06-01,2011-06-01,0.15,79.0
2011-06-01,2011-06-01,0.19,72.0
2011-06-01,2011-06-01,0.61,69.0
2011-06-01,2011-06-01,0.02,73.0
2011-06-01,2011-06-01,0.22,72.0
2011-06-02,2011-06-02,0.0,78.0
2011-06-02,2011-06-02,0.0,76.0
2011-06-02,2011-06-02,0.42,73.0
2011-06-02,2011-06-02,0.01,76.0
2011-06-02,2011-06-02,0.04,73.0
2011-06-02,2011-06-02,0.0,77.0
2011-06-02,2011-06-02,0.08,75.0
2011-06-02,2011-06-02,0.22,72.0
2011-06-03,2011-06-03,2.0,66.0
2011-06-03,2011-06-03,0.56,73.0
2011-06-03,2011-06-03,0.03,70.0
2011-06-03,2011-06-03,1.75,67.0
2011-06-03,2011-06-03,1.71,65.0
2011-06-03,2011-06-03,0.63,71.0
2011-06-03,2011-06-03,0.33,73.0
2011-06-03,2011-06-03,0.09,72.0
2011-06-04,2011-06-04,4.43,69.0
2011-06-04,2011-06-04,1.14,69.0
2011-06-04,2011-06-04,2.45,67.0
2011-06-04,2011-06-04,0.51,71.0
2011-06-04,2011-06-04,0.58,71.0
2011-06-04,2011-06-04,0.89,70.0
2011-06-05,2011-06-05,0.02,80.0
2011-06-05,2011-06-05,3.6,76.0
2011-06-05,2011-06-05,4.02,69.0
2011-06-05,2011-06-05,0.76,71.0
2011-06-05,2011-06-05,0.25,72.0
2011-06-05,2011-06-05,0.0,76.0
2011-06-06,2011-06-06,0.0,73.0
2011-06-06,2011-06-06,0.0,70.0
2011-06-06,2011-06-06,0.03,76.0
2011-06-06,2011-06-06,0.0,77.0
2011-06-06,2011-06-06,0.02,74.0
2011-06-06,2011-06-06,0.1,71.0
2011-06-06,2011-06-06,0.0,76.0
2011-06-07,2011-06-07,0.03,74.0
2011-06-07,2011-06-07,0.19,72.0
2011-06-07,2011-06-07,0.0,68.0
2011-06-07,2011-06-07,0.05,70.0
2011-06-07,2011-06-07,0.0,74.0
2011-06-07,2011-06-07,0.06,71.0
2011-06-07,2011-06-07,0.0,77.0
2011-06-08,2011-06-08,0.05,76.0
2011-06-08,2011-06-08,0.23,72.0
2011-06-08,2011-06-08,0.0,75.0
2011-06-08,2011-06-08,0.1,74.0
2011-06-08,2011-06-08,0.03,77.0
2011-06-08,2011-06-08,0.04,74.0
2011-06-08,2011-06-08,0.17,72.0
2011-06-08,2011-06-08,0.03,77.0
2011-06-08,2011-06-08,,73.0
2011-06-09,2011-06-09,0.01,74.0
2011-06-09,2011-06-09,0.01,77.0
2011-06-09,2011-06-09,0.0,76.0
2011-06-09,2011-06-09,0.0,75.0
2011-06-09,2011-06-09,0.04,76.0
2011-06-09,2011-06-09,0.1,71.0
2011-06-09,2011-06-09,0.0,76.0
2011-06-09,2011-06-09,0.0,74.0
2011-06-09,2011-06-09,0.05,76.0
2011-06-10,2011-06-10,0.02,72.0
2011-06-10,2011-06-10,0.0,75.0
2011-06-10,2011-06-10,0.03,79.0
2011-06-10,2011-06-10,0.11,71.0
2011-06-10,2011-06-10,0.0,77.0
2011-06-10,2011-06-10,0.02,75.0
2011-06-10,2011-06-10,0.0,78.0
2011-06-11,2011-06-11,0.0,77.0
2011-06-11,2011-06-11,0.01,73.0
2011-06-11,2011-06-11,0.17,71.0
2011-06-11,2011-06-11,0.0,78.0
2011-06-11,2011-06-11,0.0,76.0
2011-06-11,2011-06-11,0.03,78.0
2011-06-12,2011-06-12,1.5,69.0
2011-06-12,2011-06-12,0.12,73.0
2011-06-12,2011-06-12,0.09,75.0
2011-06-12,2011-06-12,0.32,82.0
2011-06-12,2011-06-12,0.0,77.0
2011-06-12,2011-06-12,0.02,76.0
2011-06-12,2011-06-12,,74.0
2011-06-13,2011-06-13,0.41,68.0
2011-06-13,2011-06-13,0.16,73.0
2011-06-13,2011-06-13,0.0,69.0
2011-06-13,2011-06-13,0.08,76.0
2011-06-13,2011-06-13,0.0,77.0
2011-06-13,2011-06-13,0.0,76.0
2011-06-13,2011-06-13,0.05,79.0
2011-06-13,2011-06-13,0.0,78.0
2011-06-13,2011-06-13,,72.0
2011-06-14,2011-06-14,0.0,77.0
2011-06-14,2011-06-14,0.02,75.0
2011-06-14,2011-06-14,0.0,78.0
2011-06-14,2011-06-14,0.14,71.0
2011-06-14,2011-06-14,0.0,73.0
2011-06-14,2011-06-14,0.16,76.0
2011-06-14,2011-06-14,0.09,73.0
2011-06-14,2011-06-14,0.0,76.0
2011-06-14,2011-06-14,0.0,75.0
2011-06-15,2011-06-15,0.06,76.0
2011-06-15,2011-06-15,0.01,73.0
2011-06-15,2011-06-15,0.0,76.0
2011-06-15,2011-06-15,0.0,74.0
2011-06-15,2011-06-15,0.0,73.0
2011-06-15,2011-06-15,0.0,76.0
2011-06-15,2011-06-15,0.0,75.0
2011-06-15,2011-06-15,0.0,77.0
2011-06-15,2011-06-15,,76.0
2011-06-16,2011-06-16,0.06,74.0
2011-06-16,2011-06-16,0.13,73.0
2011-06-16,2011-06-16,,77.0
2011-06-16,2011-06-16,0.06,74.0
2011-06-16,2011-06-16,0.09,75.0
2011-06-16,2011-06-16,0.01,72.0
2011-06-16,2011-06-16,0.83,72.0
2011-06-16,2011-06-16,0.07,76.0
2011-06-17,2011-06-17,0.18,74.0
2011-06-17,2011-06-17,,76.0
2011-06-17,2011-06-17,0.0,72.0
2011-06-17,2011-06-17,0.03,73.0
2011-06-17,2011-06-17,0.0,76.0
2011-06-17,2011-06-17,0.0,78.0
2011-06-17,2011-06-17,0.0,72.0
2011-06-17,2011-06-17,0.0,74.0
2011-06-18,2011-06-18,0.01,79.0
2011-06-18,2011-06-18,0.0,78.0
2011-06-18,2011-06-18,0.07,70.0
2011-06-18,2011-06-18,0.0,76.0
2011-06-18,2011-06-18,0.0,80.0
2011-06-18,2011-06-18,0.0,74.0
2011-06-18,2011-06-18,0.02,75.0
2011-06-19,2011-06-19,0.0,76.0
2011-06-19,2011-06-19,1.84,72.0
2011-06-19,2011-06-19,0.09,74.0
2011-06-19,2011-06-19,0.05,75.0
2011-06-19,2011-06-19,0.14,77.0
2011-06-19,2011-06-19,0.17,79.0
2011-06-19,2011-06-19,0.12,76.0
2011-06-20,2011-06-20,0.01,71.0
2011-06-20,2011-06-20,0.06,76.0
2011-06-20,2011-06-20,0.05,73.0
2011-06-20,2011-06-20,0.03,73.0
2011-06-20,2011-06-20,0.14,74.0
2011-06-20,2011-06-20,,77.0
2011-06-20,2011-06-20,,78.0
2011-06-20,2011-06-20,0.91,71.0
2011-06-21,2011-06-21,0.57,72.0
2011-06-21,2011-06-21,0.03,68.0
2011-06-21,2011-06-21,,72.0
2011-06-21,2011-06-21,1.03,71.0
2011-06-21,2011-06-21,0.54,72.0
2011-06-21,2011-06-21,0.38,73.0
2011-06-21,2011-06-21,0.05,75.0
2011-06-21,2011-06-21,0.07,76.0
2011-06-21,2011-06-21,0.25,74.0
2011-06-22,2011-06-22,0.22,74.0
2011-06-22,2011-06-22,0.82,77.0
2011-06-22,2011-06-22,0.1,71.0
2011-06-22,2011-06-22,0.2,74.0
2011-06-22,2011-06-22,0.61,72.0
2011-06-22,2011-06-22,0.17,75.0
2011-06-22,2011-06-22,1.65,70.0
2011-06-22,2011-06-22,0.08,76.0
2011-06-23,2011-06-23,0.68,70.0
2011-06-23,2011-06-23,0.01,72.0
2011-06-23,2011-06-23,0.03,72.0
2011-06-23,2011-06-23,0.05,74.0
2011-06-23,2011-06-23,0.06,73.0
2011-06-23,2011-06-23,0.22,73.0
2011-06-23,2011-06-23,0.09,70.0
2011-06-24,2011-06-24,0.0,75.0
2011-06-24,2011-06-24,0.1,75.0
2011-06-24,2011-06-24,0.81,74.0
2011-06-24,2011-06-24,0.21,75.0
2011-06-24,2011-06-24,0.03,75.0
2011-06-24,2011-06-24,0.17,74.0
2011-06-24,2011-06-24,1.16,69.0
2011-06-24,2011-06-24,,77.0
2011-06-25,2011-06-25,0.06,74.0
2011-06-25,2011-06-25,0.01,77.0
2011-06-25,2011-06-25,0.0,80.0
2011-06-25,2011-06-25,0.03,74.0
2011-06-25,2011-06-25,0.0,76.0
2011-06-25,2011-06-25,0.0,78.0
2011-06-25,2011-06-25,0.0,76.0
2011-06-26,2011-06-26,0.12,72.0
2011-06-26,2011-06-26,0.0,75.0
2011-06-26,2011-06-26,0.04,74.0
2011-06-26,2011-06-26,0.11,73.0
2011-06-26,2011-06-26,0.29,69.0
2011-06-26,2011-06-26,0.0,76.0
2011-06-27,2011-06-27,,76.0
2011-06-27,2011-06-27,0.0,74.0
2011-06-27,2011-06-27,0.03,74.0
2011-06-27,2011-06-27,0.98,72.0
2011-06-27,2011-06-27,0.01,77.0
2011-06-27,2011-06-27,0.09,73.0
2011-06-27,2011-06-27,,74.0
2011-06-27,2011-06-27,0.02,74.0
2011-06-28,2011-06-28,0.01,75.0
2011-06-28,2011-06-28,0.0,74.0
2011-06-28,2011-06-28,,75.0
2011-06-28,2011-06-28,0.12,72.0
2011-06-28,2011-06-28,0.1,74.0
2011-06-28,2011-06-28,0.25,70.0
2011-06-28,2011-06-28,0.02,74.0
2011-06-28,2011-06-28,0.12,71.0
2011-06-29,2011-06-29,0.06,72.0
2011-06-29,2011-06-29,0.0,69.0
2011-06-29,2011-06-29,,76.0
2011-06-29,2011-06-29,0.0,74.0
2011-06-29,2011-06-29,0.0,75.0
2011-06-29,2011-06-29,0.0,77.0
2011-06-29,2011-06-29,0.08,72.0
2011-06-30,2011-06-30,0.0,70.0
2011-06-30,2011-06-30,0.0,74.0
2011-06-30,2011-06-30,0.0,75.0
2011-06-30,2011-06-30,0.0,75.0
2011-06-30,2011-06-30,0.0,72.0
2011-06-30,2011-06-30,0.03,67.0
2012-06-01,2012-06-01,0.02,71.0
2012-06-01,2012-06-01,0.08,71.0
2012-06-01,2012-06-01,0.04,74.0
2012-06-01,2012-06-01,0.26,69.0
2012-06-01,2012-06-01,0.02,76.0
2012-06-01,2012-06-01,0.0,74.0
2012-06-01,2012-06-01,0.01,73.0
2012-06-01,2012-06-01,0.03,75.0
2012-06-02,2012-06-02,0.0,75.0
2012-06-02,2012-06-02,0.03,71.0
2012-06-02,2012-06-02,0.08,73.0
2012-06-02,2012-06-02,0.02,76.0
2012-06-02,2012-06-02,0.22,73.0
2012-06-02,2012-06-02,0.02,76.0
2012-06-03,2012-06-03,0.0,71.0
2012-06-03,2012-06-03,0.0,78.0
2012-06-03,2012-06-03,0.0,75.0
2012-06-03,2012-06-03,0.0,76.0
2012-06-03,2012-06-03,0.0,75.0
2012-06-03,2012-06-03,0.0,77.0
2012-06-04,2012-06-04,,74.0
2012-06-04,2012-06-04,0.0,71.0
2012-06-04,2012-06-04,0.0,72.0
2012-06-04,2012-06-04,0.0,77.0
2012-06-04,2012-06-04,0.0,75.0
2012-06-04,2012-06-04,0.02,72.0
2012-06-04,2012-06-04,0.0,74.0
2012-06-05,2012-06-05,0.0,72.0
2012-06-05,2012-06-05,0.0,71.0
2012-06-05,2012-06-05,0.0,74.0
2012-06-05,2012-06-05,0.0,74.0
2012-06-05,2012-06-05,0.0,71.0
2012-06-05,2012-06-05,0.0,77.0
2012-06-05,2012-06-05,0.0,72.0
2012-06-06,2012-06-06,0.01,72.0
2012-06-06,2012-06-06,0.0,76.0
2012-06-06,2012-06-06,0.03,73.0
2012-06-06,2012-06-06,0.72,72.0
2012-06-06,2012-06-06,0.12,75.0
2012-06-06,2012-06-06,0.1,70.0
2012-06-06,2012-06-06,,74.0
2012-06-07,2012-06-07,0.07,72.0
2012-06-07,2012-06-07,0.0,78.0
2012-06-07,2012-06-07,0.12,71.0
2012-06-07,2012-06-07,0.0,74.0
2012-06-07,2012-06-07,,76.0
2012-06-07,2012-06-07,0.0,73.0
2012-06-07,2012-06-07,0.0,73.0
2012-06-08,2012-06-08,0.0,77.0
2012-06-08,2012-06-08,0.0,73.0
2012-06-08,2012-06-08,0.3,74.0
2012-06-08,2012-06-08,0.0,76.0
2012-06-08,2012-06-08,0.01,73.0
2012-06-08,2012-06-08,0.0,75.0
2012-06-08,2012-06-08,,77.0
2012-06-09,2012-06-09,0.0,73.0
2012-06-09,2012-06-09,,76.0
2012-06-09,2012-06-09,0.0,74.0
2012-06-09,2012-06-09,0.0,74.0
2012-06-09,2012-06-09,0.0,74.0
2012-06-09,2012-06-09,0.0,77.0
2012-06-10,2012-06-10,0.08,75.0
2012-06-10,2012-06-10,0.0,77.0
2012-06-10,2012-06-10,0.0,75.0
2012-06-10,2012-06-10,0.0,77.0
2012-06-10,2012-06-10,0.0,81.0
2012-06-10,2012-06-10,0.0,73.0
2012-06-11,2012-06-11,0.11,72.0
2012-06-11,2012-06-11,0.0,76.0
2012-06-11,2012-06-11,0.08,69.0
2012-06-11,2012-06-11,0.04,72.0
2012-06-11,2012-06-11,0.0,76.0
2012-06-11,2012-06-11,0.0,79.0
2012-06-12,2012-06-12,0.16,77.0
2012-06-12,2012-06-12,0.01,76.0
2012-06-12,2012-06-12,,77.0
2012-06-12,2012-06-12,0.0,76.0
2012-06-12,2012-06-12,0.14,75.0
2012-06-12,2012-06-12,0.0,77.0
2012-06-12,2012-06-12,0.02,72.0
2012-06-13,2012-06-13,0.0,77.0
2012-06-13,2012-06-13,0.01,76.0
2012-06-13,2012-06-13,0.03,77.0
2012-06-13,2012-06-13,0.05,70.0
2012-06-13,2012-06-13,0.07,69.0
2012-06-13,2012-06-13,0.0,77.0
2012-06-13,2012-06-13,0.48,70.0
2012-06-14,2012-06-14,0.0,79.0
2012-06-14,2012-06-14,0.0,77.0
2012-06-14,2012-06-14,,73.0
2012-06-14,2012-06-14,0.08,72.0
2012-06-14,2012-06-14,0.25,78.0
2012-06-14,2012-06-14,0.21,73.0
2012-06-14,2012-06-14,0.21,69.0
2012-06-14,2012-06-14,0.0,78.0
2012-06-15,2012-06-15,0.0,72.0
2012-06-15,2012-06-15,0.0,72.0
2012-06-15,2012-06-15,0.0,74.0
2012-06-15,2012-06-15,,73.0
2012-06-15,2012-06-15,0.0,69.0
2012-06-15,2012-06-15,0.0,78.0
2012-06-16,2012-06-16,0.0,70.0
2012-06-16,2012-06-16,0.0,78.0
2012-06-16,2012-06-16,0.0,78.0
2012-06-16,2012-06-16,0.0,77.0
2012-06-16,2012-06-16,0.0,72.0
2012-06-16,2012-06-16,,78.0
2012-06-17,2012-06-17,0.1,73.0
2012-06-17,2012-06-17,0.0,80.0
2012-06-17,2012-06-17,0.0,77.0
2012-06-17,2012-06-17,0.02,74.0
2012-06-17,2012-06-17,0.02,78.0
2012-06-17,2012-06-17,0.0,81.0
2012-06-18,2012-06-18,0.0,71.0
2012-06-18,2012-06-18,0.0,76.0
2012-06-18,2012-06-18,0.0,77.0
2012-06-18,2012-06-18,0.0,73.0
2012-06-18,2012-06-18,0.0,73.0
2012-06-18,2012-06-18,,75.0
2012-06-18,2012-06-18,0.0,75.0
2012-06-19,2012-06-19,0.01,73.0
2012-06-19,2012-06-19,0.25,72.0
2012-06-19,2012-06-19,0.02,72.0
2012-06-19,2012-06-19,0.0,76.0
2012-06-19,2012-06-19,0.02,72.0
2012-06-19,2012-06-19,0.38,70.0
2012-06-19,2012-06-19,0.0,74.0
2012-06-20,2012-06-20,1.84,69.0
2012-06-20,2012-06-20,0.14,70.0
2012-06-20,2012-06-20,0.05,76.0
2012-06-20,2012-06-20,0.0,75.0
2012-06-20,2012-06-20,0.33,71.0
2012-06-20,2012-06-20,0.25,72.0
2012-06-20,2012-06-20,0.02,71.0
2012-06-21,2012-06-21,,76.0
2012-06-21,2012-06-21,0.0,76.0
2012-06-21,2012-06-21,0.34,71.0
2012-06-21,2012-06-21,0.08,75.0
2012-06-21,2012-06-21,0.02,73.0
2012-06-21,2012-06-21,0.0,74.0
2012-06-21,2012-06-21,0.0,76.0
2012-06-21,2012-06-21,0.0,78.0
2012-06-21,2012-06-21,0.26,72.0
2012-06-22,2012-06-22,0.0,76.0
2012-06-22,2012-06-22,0.0,78.0
2012-06-22,2012-06-22,0.0,73.0
2012-06-22,2012-06-22,0.03,72.0
2012-06-22,2012-06-22,0.0,71.0
2012-06-22,2012-06-22,0.01,75.0
2012-06-22,2012-06-22,0.01,72.0
2012-06-23,2012-06-23,0.94,68.0
2012-06-23,2012-06-23,0.1,76.0
2012-06-23,2012-06-23,0.1,76.0
2012-06-23,2012-06-23,0.0,77.0
2012-06-23,2012-06-23,0.35,73.0
2012-06-23,2012-06-23,0.28,73.0
2012-06-24,2012-06-24,0.0,77.0
2012-06-24,2012-06-24,0.14,71.0
2012-06-24,2012-06-24,0.0,76.0
2012-06-24,2012-06-24,1.13,68.0
2012-06-24,2012-06-24,0.27,69.0
2012-06-24,2012-06-24,0.0,81.0
2012-06-24,2012-06-24,,76.0
2012-06-25,2012-06-25,0.13,70.0
2012-06-25,2012-06-25,,74.0
2012-06-25,2012-06-25,0.04,72.0
2012-06-25,2012-06-25,0.51,72.0
2012-06-25,2012-06-25,0.12,77.0
2012-06-25,2012-06-25,0.89,68.0
2012-06-25,2012-06-25,0.03,73.0
2012-06-25,2012-06-25,0.01,73.0
